"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 09 04:32:37 GMT 2025","Sun Mar 09 04:32:37 GMT 2025","4","ItineraryService","findMyItineraries","","","","should handle negative page numbers",""
"passed","Sun Mar 09 04:32:40 GMT 2025","Sun Mar 09 04:32:40 GMT 2025","7","StaticController","getCountryCode","","","","should return country code",""
"passed","Sun Mar 09 04:32:39 GMT 2025","Sun Mar 09 04:32:39 GMT 2025","47","PreRegisterService","","","","","should be defined",""
"passed","Sun Mar 09 04:32:38 GMT 2025","Sun Mar 09 04:32:38 GMT 2025","7","ItineraryController","findMyItineraries","","","","should throw an error for invalid page number",""
"passed","Sun Mar 09 04:32:40 GMT 2025","Sun Mar 09 04:32:40 GMT 2025","2","StaticService","getCountryCode","","","","should return country code response",""
"passed","Sun Mar 09 04:32:39 GMT 2025","Sun Mar 09 04:32:39 GMT 2025","3","PreRegisterService","getReferralCode","","","","should throw BadRequestException if user is not found",""
"passed","Sun Mar 09 04:32:38 GMT 2025","Sun Mar 09 04:32:38 GMT 2025","7","AuthService","createUser","","","","should throw BadRequestException if user was created recently and is not confirmed",""
"passed","Sun Mar 09 04:32:40 GMT 2025","Sun Mar 09 04:32:40 GMT 2025","3","PreRegisterController","getPreRegisterCount","","","","should return the pre-register count",""
"passed","Sun Mar 09 04:32:39 GMT 2025","Sun Mar 09 04:32:39 GMT 2025","9","AuthController","refreshToken","","","","should return new access and refresh tokens",""
"passed","Sun Mar 09 04:32:39 GMT 2025","Sun Mar 09 04:32:39 GMT 2025","7","PreRegisterService","_generateTicket","","","","should delete the oldest ticket if more than 5 exist",""
"passed","Sun Mar 09 04:32:38 GMT 2025","Sun Mar 09 04:32:38 GMT 2025","74","AuthService","login","","","","should throw UnauthorizedException if user is not found",""
"passed","Sun Mar 09 04:32:38 GMT 2025","Sun Mar 09 04:32:38 GMT 2025","6","ItineraryController","findMyCompletedItineraries","","","","should return completed itineraries with response formatting",""
"passed","Sun Mar 09 04:32:38 GMT 2025","Sun Mar 09 04:32:38 GMT 2025","6","AuthService","login","","","","should throw UnauthorizedException if password is invalid",""
"passed","Sun Mar 09 04:32:37 GMT 2025","Sun Mar 09 04:32:37 GMT 2025","13","ItineraryService","createItinerary","","","","should throw BadRequestException when start date is after end date",""
"passed","Sun Mar 09 04:32:39 GMT 2025","Sun Mar 09 04:32:39 GMT 2025","3","PreRegisterService","getReferralCode","","","","should return user referral code and count",""
