"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","2","NotificationService","create","","","","should call sendEmail with correct parameters",""
"passed","Mon Mar 24 16:51:21 GMT 2025","Mon Mar 24 16:51:21 GMT 2025","8","AuthGuard","","","","","should throw UnauthorizedException if token has expired",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","3","ItineraryService","createItinerary","","","","should throw BadRequestException when duplicate section numbers are provided",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","3","AuthController","verify","","","","should call authService.verify with correct data",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","2","NotificationService","findAll","","","","should return all notifications",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","177","AuthService","register","","","","should throw NotFoundException if user is not found",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","122","ItineraryService","","","","","should be defined",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","13","EmailService","","","","","should be defined",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","4","NotificationService","findOne","","","","should return a single notification",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","2","ItineraryController","markAsComplete","","","","should throw NotFoundException if itinerary does not exist",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","2","ItineraryService","markAsComplete","","","","should throw ForbiddenException if user is not the owner",""
"skipped","Mon Mar 24 16:51:23 GMT 2025","","","NotificationController","","","","","should be defined",""
"passed","Mon Mar 24 16:51:21 GMT 2025","Mon Mar 24 16:51:21 GMT 2025","3","AuthGuard","","","","","should throw UnauthorizedException if token is invalid",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","6","ItineraryController","createItinerary","","","","should create an itinerary and return a formatted response",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","15","StaticController","","","","","should be defined",""
"passed","Mon Mar 24 16:51:23 GMT 2025","Mon Mar 24 16:51:23 GMT 2025","10","MapService","","","","","should be defined",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","5","ItineraryController","findOne","","","","should throw ForbiddenException if user is not authorized",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","6","PreRegisterService","login","","","","should send login email if user exists",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","3","AuthService","createUser","","","","should create a new user if user does not exist",""
"passed","Mon Mar 24 16:51:21 GMT 2025","Mon Mar 24 16:51:21 GMT 2025","3","AuthGuard","","","","","should allow access if token is valid",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","9","PreRegisterService","sendDiscordWebhook","","","","should send webhook for pre-registration",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","5","AuthService","refreshToken","","","","should return new access and refresh tokens if refresh token is valid",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","39","ItineraryService","createItinerary","","","","should throw BadRequestException when date format is invalid",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","3","AuthService","sendVerification","","","","should send verification email if user exists",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","2","ItineraryController","findMyItineraries","","","","should return empty data when there are no itineraries",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","2","EmailService","","","","","should send an email successfully",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","6","ItineraryService","findMyCompletedItineraries","","","","should correctly count LOCATION blocks",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","40","PreRegisterService","createPreRegister","","","","should create a new user and send confirmation email",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","2","NotificationService","remove","","","","should remove a notification",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","19","StaticService","","","","","should be defined",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","40","PreRegisterService","","","","","should be defined",""
"passed","Mon Mar 24 16:51:20 GMT 2025","Mon Mar 24 16:51:20 GMT 2025","3","AuthService","verify","","","","should throw NotFoundException if verification code is not found",""
"passed","Mon Mar 24 16:51:21 GMT 2025","Mon Mar 24 16:51:21 GMT 2025","26","AuthGuard","","","","","should be defined",""
"passed","Mon Mar 24 16:51:23 GMT 2025","Mon Mar 24 16:51:23 GMT 2025","3","PaginationDto","","","","","should transform page to a number",""
"passed","Mon Mar 24 16:51:22 GMT 2025","Mon Mar 24 16:51:22 GMT 2025","14","PreRegisterController","preRegister","","","","should call service.createPreRegister with correct data",""
