"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","11","AuthService","refreshToken","","","","should throw UnauthorizedException if refresh token is blacklisted",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","3","PreRegisterController","preRegister","","","","should call service.createPreRegister with correct data",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","PreRegisterService","_generateTicket","","","","should delete the oldest ticket if more than 5 exist",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryController","removeItinerary","","","","should throw an error if itinerary is not found",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","2","EmailService","","","","","should send an email successfully",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","7","ItineraryController","createItinerary","","","","should create an itinerary and return a formatted response",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","15","AuthService","login","","","","should throw UnauthorizedException if password is invalid",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","3","ItineraryController","markAsComplete","","","","should throw NotFoundException if itinerary does not exist",""
"passed","Wed Mar 12 07:33:17 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","69","ItineraryService","","","","","should be defined",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","3","StaticController","getCities","","","","should return list of cities",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","6","AuthService","verify","","","","should throw UnauthorizedException if emails do not match",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","9","AuthService","createUser","","","","should throw BadRequestException if user was created recently and is not confirmed",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","13","PreRegisterController","","","","","should be defined",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryService","findMyItineraries","","","","should return empty list if user has no itineraries",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryService","findAllTags","","","","should return an empty array if there are no tags",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","AuthController","logout","","","","should clear refreshToken cookie",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","7","PreRegisterService","login","","","","should send login email if user exists",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","9","PreRegisterService","sendDiscordWebhook","","","","should send webhook for pre-registration",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","AuthController","login","","","","should throw UnauthorizedException if email is not registered",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryService","updateItinerary","","","","should throw BadRequestException when block start time is after end time",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","5","ItineraryService","findMyCompletedItineraries","","","","should return an empty array when there are no completed itineraries",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","24","ItineraryService","createItinerary","","","","should throw BadRequestException when date format is invalid",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","2","EmailService","","","","","should handle errors if sending email fails",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","8","ItineraryController","findOne","","","","should throw ForbiddenException if user is not authorized",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryService","findMyCompletedItineraries","","","","should correctly count LOCATION blocks",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","3","ItineraryController","updateItinerary","","","","should pass errors from service to the caller",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","2","PreRegisterController","login","","","","should call service.login with the correct email",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","39","PreRegisterService","","","","","should be defined",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","4","PaginationDto","","","","","should return validation error if page is negative",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","AuthGuard","","","","","should allow access if token is valid",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","3","RefreshStrategy","","","","","should throw UnauthorizedException if user not found",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryController","markAsComplete","","","","should mark itinerary as complete",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","3","ItineraryController","markAsComplete","","","","should throw ForbiddenException if user is not the owner",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","AuthGuard","","","","","should throw UnauthorizedException if token has expired",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryService","updateItinerary","","","","should throw NotFoundException when tags do not exist",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","14","ItineraryController","findOne","","","","should return an itinerary when found",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","19","AuthGuard","","","","","should be defined",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","7","EmailService","","","","","should be defined",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","2","AuthController","verify","","","","should call authService.verify with correct data",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","6","PreRegisterService","getPreRegisterCount","","","","should return total pre-registered users count",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","2","StaticService","searchCities","","","","should return list of cities based on country",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","28","AuthService","login","","","","should return access and refresh tokens if login is successful",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","8","ItineraryService","updateItinerary","","","","should throw BadRequestException when date format is invalid",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","3","ItineraryService","updateItinerary","","","","should throw BadRequestException when duplicate section numbers are provided",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","41","AuthService","refreshToken","","","","should return new access and refresh tokens if refresh token is valid",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","8","AuthService","createUser","","","","should throw ConflictException if user already exists and is confirmed",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","6","AuthService","sendVerification","","","","should send verification email if user exists",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","15","PreRegisterService","_generateTicket","","","","should throw BadRequestException if last ticket is still valid",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","3","ItineraryController","removeItinerary","","","","should call remove() in the service and delete an itinerary",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryController","findMyCompletedItineraries","","","","should return completed itineraries with response formatting",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","4","PreRegisterService","sendDiscordWebhook","","","","should handle errors if fetch fails",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","16","ItineraryService","updateItinerary","","","","should throw BadRequestException when no sections are provided",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","211","AuthService","register","","","","should throw NotFoundException if user is not found",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","4","ItineraryService","updateItinerary","","","","should throw ForbiddenException if user does not own the itinerary",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","AuthGuard","","","","","should allow access if the route is public",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","1","PaginationDto","","","","","should allow page to be optional",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","30","PreRegisterService","createPreRegister","","","","should create a new user and send confirmation email",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","4","ItineraryService","findOneItinerary","","","","should throw ForbiddenException if user is not authorized",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","166","ItineraryController","","","","","should be defined",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","134","AuthService","login","","","","should throw UnauthorizedException if user is not found",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","17","AuthController","login","","","","should return access and refresh tokens on successful login",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","4","PreRegisterService","getReferralCode","","","","should throw BadRequestException if user is not found",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","3","StaticController","getCountries","","","","should return list of countries",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","5","PreRegisterService","validateLogin","","","","should validate login ticket and return access token",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryService","markAsComplete","","","","should mark itinerary as complete",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","StaticService","_getCountryCode","","","","should return country details based on placeId",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","14","PreRegisterService","createPreRegister","","","","should throw BadRequestException if email is already registered",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryService","findOneItinerary","","","","should throw NotFoundException if itinerary does not exist",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","5","AuthService","verify","","","","should throw NotFoundException if verification code is not found",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","16","AuthService","register","","","","should update user and send registration email if verification is successful",""
"passed","Wed Mar 12 07:33:21 GMT 2025","Wed Mar 12 07:33:21 GMT 2025","5","MapService","","","","","should be defined",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","PreRegisterService","login","","","","should throw BadRequestException if email is not registered",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","10","ItineraryController","createItinerary","","","","should pass errors from service to the caller",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","AuthGuard","","","","","should throw UnauthorizedException if token is invalid",""
"passed","Wed Mar 12 07:33:20 GMT 2025","Wed Mar 12 07:33:20 GMT 2025","5","ProfileController","","","","","should be defined",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","2","ItineraryController","findMyItineraries","","","","should return empty data when there are no itineraries",""
"passed","Wed Mar 12 07:33:18 GMT 2025","Wed Mar 12 07:33:18 GMT 2025","12","ItineraryController","findOne","","","","should throw NotFoundException if itinerary is not found",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","5","PreRegisterService","sendDiscordWebhook","","","","should send webhook for login-validation",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","2","AuthController","register","","","","should call authService.register with correct data",""
"passed","Wed Mar 12 07:33:19 GMT 2025","Wed Mar 12 07:33:19 GMT 2025","3","PreRegisterService","validateLogin","","","","should throw UnauthorizedException if ticket is expired",""
