"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 09 03:15:48 GMT 2025","Sun Mar 09 03:15:48 GMT 2025","2","ItineraryService","findMyItineraries","","","","should return empty list if user has no itineraries",""
"passed","Sun Mar 09 03:15:51 GMT 2025","Sun Mar 09 03:15:51 GMT 2025","4","MapService","","","","","should be defined",""
"passed","Sun Mar 09 03:15:49 GMT 2025","Sun Mar 09 03:15:49 GMT 2025","3","PreRegisterService","getReferralCode","","","","should throw BadRequestException if user is not found",""
"passed","Sun Mar 09 03:15:49 GMT 2025","Sun Mar 09 03:15:49 GMT 2025","4","PreRegisterService","validateLogin","","","","should throw UnauthorizedException for invalid ticket",""
"passed","Sun Mar 09 03:15:48 GMT 2025","Sun Mar 09 03:15:48 GMT 2025","8","AuthService","refreshToken","","","","should return new access and refresh tokens if refresh token is valid",""
"passed","Sun Mar 09 03:15:48 GMT 2025","Sun Mar 09 03:15:48 GMT 2025","6","ItineraryController","createItinerary","","","","should pass errors from service to the caller",""
"passed","Sun Mar 09 03:15:50 GMT 2025","Sun Mar 09 03:15:50 GMT 2025","2","StaticService","_getCountryCode","","","","should return country details based on placeId",""
"passed","Sun Mar 09 03:15:49 GMT 2025","Sun Mar 09 03:15:49 GMT 2025","23","AuthService","register","","","","should throw BadRequestException if passwords do not match",""
"passed","Sun Mar 09 03:15:48 GMT 2025","Sun Mar 09 03:15:48 GMT 2025","4","ItineraryService","findMyCompletedItineraries","","","","should return completed itineraries with locationCount",""
"passed","Sun Mar 09 03:15:49 GMT 2025","Sun Mar 09 03:15:49 GMT 2025","4","PreRegisterService","validateLogin","","","","should throw UnauthorizedException if ticket is expired",""
"passed","Sun Mar 09 03:15:50 GMT 2025","Sun Mar 09 03:15:50 GMT 2025","3","AuthController","verify","","","","should call authService.verify with correct data",""
"passed","Sun Mar 09 03:15:50 GMT 2025","Sun Mar 09 03:15:50 GMT 2025","3","PreRegisterController","validateLogin","","","","should call service.validateLogin with correct ticketId",""
"passed","Sun Mar 09 03:15:51 GMT 2025","Sun Mar 09 03:15:51 GMT 2025","9","NotificationService","","","","","should be defined",""
