"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","10","EmailService","","","","","should be defined",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","4","PreRegisterService","login","","","","should send login email if user exists",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","2","RefreshStrategy","","","","","should extract refresh token from cookies",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","11","AuthService","createUser","","","","should throw ConflictException if user already exists and is confirmed",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","14","StaticService","","","","","should be defined",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","11","AppController","root","","","","should return ""Hello World!""",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","2","StaticController","getCities","","","","should return list of cities",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","4","PreRegisterService","_generateTicket","","","","should create a new ticket for the user",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","2","AuthGuard","","","","","should allow access if the route is public",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","4","ItineraryController","createItinerary","","","","should handle optional fields in the DTO correctly",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","3","ItineraryService","updateItinerary","","","","should throw BadRequestException when start date is after end date",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","19","AuthService","login","","","","should throw UnauthorizedException if password is invalid",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","3","ItineraryService","updateItinerary","","","","should throw BadRequestException when duplicate section numbers are provided",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","3","PreRegisterController","validateLogin","","","","should call service.validateLogin with correct ticketId",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","12","ItineraryService","createItinerary","","","","should throw BadRequestException when date format is invalid",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","3","AuthService","register","","","","should throw BadRequestException if passwords do not match",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","3","ItineraryService","updateItinerary","","","","should update an itinerary with defaults for missing block fields",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","3","ItineraryService","updateItinerary","","","","should throw NotFoundException when tags do not exist",""
"passed","Sat Mar 08 23:28:04 GMT 2025","Sat Mar 08 23:28:04 GMT 2025","17","ProfileController","","","","","should be defined",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","6","PreRegisterService","_generateTicket","","","","should delete the oldest ticket if more than 5 exist",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","13","AuthController","login","","","","should throw UnauthorizedException if email is not registered",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","9","ItineraryService","createItinerary","","","","should throw BadRequestException when duplicate section numbers are provided",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","3","AuthGuard","","","","","should allow access if token is valid",""
"passed","Sat Mar 08 23:28:04 GMT 2025","Sat Mar 08 23:28:04 GMT 2025","5","TicketService","","","","","should be defined",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","14","AuthService","refreshToken","","","","should return new access and refresh tokens if refresh token is valid",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","8","ItineraryService","createItinerary","","","","should create an itinerary with sections and blocks",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","9","NotificationController","","","","","should be defined",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","4","StaticController","getCountries","","","","should return list of countries",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","3","RefreshStrategy","","","","","should validate user if refresh token is valid",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","2","PreRegisterController","login","","","","should call service.login with the correct email",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","3","AuthService","verify","","","","should throw UnauthorizedException if firstNames do not match",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","22","AuthService","refreshToken","","","","should throw UnauthorizedException if refresh token is blacklisted",""
"passed","Sat Mar 08 23:28:03 GMT 2025","Sat Mar 08 23:28:03 GMT 2025","3","EmailService","","","","","should send an email successfully",""
"passed","Sat Mar 08 23:28:01 GMT 2025","Sat Mar 08 23:28:01 GMT 2025","4","ItineraryService","createItinerary","","","","should create an itinerary with default section title, empty blocks, and empty tags",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","4","PreRegisterService","login","","","","should throw BadRequestException if email is not registered",""
"passed","Sat Mar 08 23:28:02 GMT 2025","Sat Mar 08 23:28:02 GMT 2025","40","PreRegisterService","","","","","should be defined",""
