"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 24 16:08:02 GMT 2025","Mon Mar 24 16:08:02 GMT 2025","7","AuthService","createUser","","","","should throw BadRequestException if user was created recently and is not confirmed",""
"passed","Mon Mar 24 16:08:05 GMT 2025","Mon Mar 24 16:08:05 GMT 2025","7","AppController","root","","","","should return ""Hello World!""",""
"passed","Mon Mar 24 16:08:05 GMT 2025","Mon Mar 24 16:08:05 GMT 2025","2","StaticController","getCities","","","","should return list of cities",""
"passed","Mon Mar 24 16:08:03 GMT 2025","Mon Mar 24 16:08:03 GMT 2025","6","ItineraryController","markAsComplete","","","","should mark itinerary as complete",""
"passed","Mon Mar 24 16:08:04 GMT 2025","Mon Mar 24 16:08:04 GMT 2025","4","AuthController","login","","","","should throw UnauthorizedException if password is incorrect",""
"passed","Mon Mar 24 16:08:02 GMT 2025","Mon Mar 24 16:08:02 GMT 2025","7","AuthService","register","","","","should update user and send registration email if verification is successful",""
"passed","Mon Mar 24 16:08:05 GMT 2025","Mon Mar 24 16:08:05 GMT 2025","7","PaymentService","","","","","should be defined",""
"passed","Mon Mar 24 16:08:03 GMT 2025","Mon Mar 24 16:08:03 GMT 2025","3","ItineraryController","markAsComplete","","","","should throw ForbiddenException if user is not the owner",""
"passed","Mon Mar 24 16:08:03 GMT 2025","Mon Mar 24 16:08:03 GMT 2025","6","ItineraryController","removeItinerary","","","","should call remove() in the service and delete an itinerary",""
"passed","Mon Mar 24 16:08:04 GMT 2025","Mon Mar 24 16:08:04 GMT 2025","3","AuthController","createUser","","","","should call authService.createUser and authService.sendVerification with correct data",""
"passed","Mon Mar 24 16:08:05 GMT 2025","Mon Mar 24 16:08:05 GMT 2025","1","PaginationDto","","","","","should allow page to be optional",""
"passed","Mon Mar 24 16:08:03 GMT 2025","Mon Mar 24 16:08:03 GMT 2025","7","PreRegisterService","validateLogin","","","","should validate login ticket and return access token",""
"passed","Mon Mar 24 16:08:03 GMT 2025","Mon Mar 24 16:08:03 GMT 2025","20","ItineraryController","findMyItineraries","","","","should throw an error for invalid page number",""
"passed","Mon Mar 24 16:08:02 GMT 2025","Mon Mar 24 16:08:02 GMT 2025","11","AuthService","sendVerification","","","","should send verification email if user exists",""
